Unnamed: 0,date,home,away,full_time_home_goals,full_time_away_goals,full_time_home_points,full_time_away_points,goals_for_home_matching_encounter_1,goals_for_home_inverted_encounter_1,goals_for_home_any_rival_home_1,goals_for_home_any_rival_away_1,goals_for_away_matching_encounter_1,goals_for_away_inverted_encounter_1,goals_for_away_any_rival_home_1,goals_for_away_any_rival_away_1,goals_against_home_matching_encounter_1,goals_against_home_inverted_encounter_1,goals_against_home_any_rival_home_1,goals_against_home_any_rival_away_1,goals_against_away_matching_encounter_1,goals_against_away_inverted_encounter_1,goals_against_away_any_rival_home_1,goals_against_away_any_rival_away_1,points_earned_home_matching_encounter_1,points_earned_home_inverted_encounter_1,points_earned_home_any_rival_home_1,points_earned_home_any_rival_away_1,points_earned_away_matching_encounter_1,points_earned_away_inverted_encounter_1,points_earned_away_any_rival_home_1,points_earned_away_any_rival_away_1,days_since_home_matching_encounter_1,days_since_home_inverted_encounter_1,days_since_home_any_rival_home_1,days_since_home_any_rival_away_1,days_since_away_matching_encounter_1,days_since_away_inverted_encounter_1,days_since_away_any_rival_home_1,days_since_away_any_rival_away_1,goals_for_home_matching_encounter_2,goals_for_home_inverted_encounter_2,goals_for_home_any_rival_home_2,goals_for_home_any_rival_away_2,goals_for_away_matching_encounter_2,goals_for_away_inverted_encounter_2,goals_for_away_any_rival_home_2,goals_for_away_any_rival_away_2,goals_against_home_matching_encounter_2,goals_against_home_inverted_encounter_2,goals_against_home_any_rival_home_2,goals_against_home_any_rival_away_2,goals_against_away_matching_encounter_2,goals_against_away_inverted_encounter_2,goals_against_away_any_rival_home_2,goals_against_away_any_rival_away_2,points_earned_home_matching_encounter_2,points_earned_home_inverted_encounter_2,points_earned_home_any_rival_home_2,points_earned_home_any_rival_away_2,points_earned_away_matching_encounter_2,points_earned_away_inverted_encounter_2,points_earned_away_any_rival_home_2,points_earned_away_any_rival_away_2,days_since_home_matching_encounter_2,days_since_home_inverted_encounter_2,days_since_home_any_rival_home_2,days_since_home_any_rival_away_2,days_since_away_matching_encounter_2,days_since_away_inverted_encounter_2,days_since_away_any_rival_home_2,days_since_away_any_rival_away_2,goals_for_home_matching_encounter_3,goals_for_home_inverted_encounter_3,goals_for_home_any_rival_home_3,goals_for_home_any_rival_away_3,goals_for_away_matching_encounter_3,goals_for_away_inverted_encounter_3,goals_for_away_any_rival_home_3,goals_for_away_any_rival_away_3,goals_against_home_matching_encounter_3,goals_against_home_inverted_encounter_3,goals_against_home_any_rival_home_3,goals_against_home_any_rival_away_3,goals_against_away_matching_encounter_3,goals_against_away_inverted_encounter_3,goals_against_away_any_rival_home_3,goals_against_away_any_rival_away_3,points_earned_home_matching_encounter_3,points_earned_home_inverted_encounter_3,points_earned_home_any_rival_home_3,points_earned_home_any_rival_away_3,points_earned_away_matching_encounter_3,points_earned_away_inverted_encounter_3,points_earned_away_any_rival_home_3,points_earned_away_any_rival_away_3,days_since_home_matching_encounter_3,days_since_home_inverted_encounter_3,days_since_home_any_rival_home_3,days_since_home_any_rival_away_3,days_since_away_matching_encounter_3,days_since_away_inverted_encounter_3,days_since_away_any_rival_home_3,days_since_away_any_rival_away_3,goals_for_home_matching_encounter_4,goals_for_home_inverted_encounter_4,goals_for_home_any_rival_home_4,goals_for_home_any_rival_away_4,goals_for_away_matching_encounter_4,goals_for_away_inverted_encounter_4,goals_for_away_any_rival_home_4,goals_for_away_any_rival_away_4,goals_against_home_matching_encounter_4,goals_against_home_inverted_encounter_4,goals_against_home_any_rival_home_4,goals_against_home_any_rival_away_4,goals_against_away_matching_encounter_4,goals_against_away_inverted_encounter_4,goals_against_away_any_rival_home_4,goals_against_away_any_rival_away_4,points_earned_home_matching_encounter_4,points_earned_home_inverted_encounter_4,points_earned_home_any_rival_home_4,points_earned_home_any_rival_away_4,points_earned_away_matching_encounter_4,points_earned_away_inverted_encounter_4,points_earned_away_any_rival_home_4,points_earned_away_any_rival_away_4,days_since_home_matching_encounter_4,days_since_home_inverted_encounter_4,days_since_home_any_rival_home_4,days_since_home_any_rival_away_4,days_since_away_matching_encounter_4,days_since_away_inverted_encounter_4,days_since_away_any_rival_home_4,days_since_away_any_rival_away_4,goals_for_home_matching_encounter_5,goals_for_home_inverted_encounter_5,goals_for_home_any_rival_home_5,goals_for_home_any_rival_away_5,goals_for_away_matching_encounter_5,goals_for_away_inverted_encounter_5,goals_for_away_any_rival_home_5,goals_for_away_any_rival_away_5,goals_against_home_matching_encounter_5,goals_against_home_inverted_encounter_5,goals_against_home_any_rival_home_5,goals_against_home_any_rival_away_5,goals_against_away_matching_encounter_5,goals_against_away_inverted_encounter_5,goals_against_away_any_rival_home_5,goals_against_away_any_rival_away_5,points_earned_home_matching_encounter_5,points_earned_home_inverted_encounter_5,points_earned_home_any_rival_home_5,points_earned_home_any_rival_away_5,points_earned_away_matching_encounter_5,points_earned_away_inverted_encounter_5,points_earned_away_any_rival_home_5,points_earned_away_any_rival_away_5,days_since_home_matching_encounter_5,days_since_home_inverted_encounter_5,days_since_home_any_rival_home_5,days_since_home_any_rival_away_5,days_since_away_matching_encounter_5,days_since_away_inverted_encounter_5,days_since_away_any_rival_home_5,days_since_away_any_rival_away_5
1893,2005-05-15,Fulham,Norwich,6,0,3,0,0,0,1,1,0,1,0,3,0,1,3,3,0,0,1,4,0,0,0,0,0,3,0,0,0,162,11,8,0,162,8,15,0,0,2,3,0,0,0,3,0,0,0,1,0,0,1,3,0,0,3,3,0,0,0,1,0,0,15,22,0,0,22,29,0,0,1,1,0,0,1,1,0,0,1,1,0,0,2,4,0,0,1,1,0,0,0,0,0,0,29,26,0,0,25,43,0,0,3,3,0,0,0,0,0,0,1,1,0,0,2,1,0,0,3,3,0,0,0,0,0,0,42,36,0,0,36,57,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,3,0,0,1,3,0,0,3,0,0,0,71,57,0,0,71,92
1894,2005-05-15,Liverpool,Aston Villa,2,1,3,0,1,1,1,3,0,1,2,1,0,1,1,1,1,1,1,5,3,1,1,3,0,1,3,0,491,162,15,7,491,162,8,14,1,0,2,1,1,0,1,3,1,0,2,0,1,0,1,2,1,1,1,3,1,1,1,3,855,630,29,22,855,630,22,29,1,0,1,1,3,1,0,3,3,1,0,2,1,0,0,0,0,0,3,0,3,3,1,3,1345,1001,43,25,1345,1001,25,43,3,1,2,1,1,2,1,0,1,2,1,0,3,1,1,2,3,0,3,3,0,3,1,0,1712,1236,56,36,1712,1236,35,56,0,0,0,1,0,3,0,2,0,3,0,0,0,0,2,1,0,0,1,3,0,3,0,3,0,1583,60,71,0,1583,71,92
1895,2005-05-15,Man City,Middlesbrough,1,1,1,1,0,3,2,1,1,2,0,1,1,2,0,2,0,3,1,1,0,3,3,0,3,0,0,1,532,160,15,8,532,160,8,15,1,2,3,0,1,1,0,0,1,1,0,0,1,2,4,0,1,3,3,1,1,0,0,1,1701,372,25,22,1701,372,22,18,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,0,0,1,3,1,0,1,1,3,0,1562,36,29,0,1562,26,43,0,0,0,2,0,0,1,0,0,0,1,2,0,0,0,2,0,0,0,1,0,0,3,0,0,0,69,43,0,0,36,71,0,0,0,2,0,0,3,0,0,0,2,1,0,0,1,0,0,0,0,3,0,0,3,1,0,0,91,57,0,0,56,92
1896,2005-05-15,Newcastle,Chelsea,1,1,1,1,2,4,0,2,1,0,0,3,1,0,0,0,2,4,1,1,3,3,1,3,0,0,0,3,385,162,15,8,385,162,8,5,2,5,0,1,1,0,1,2,1,0,0,3,2,5,3,0,3,3,1,0,0,0,0,3,806,553,18,11,806,553,22,15,1,3,0,2,2,0,0,3,2,0,3,1,1,3,0,1,0,3,0,3,3,0,1,3,1233,974,43,21,1233,974,25,43,0,1,1,2,0,1,1,3,0,1,0,1,0,1,1,1,1,1,3,3,1,1,1,3,1709,1365,71,25,1709,1365,36,71,0,3,2,1,0,1,1,1,0,1,1,0,0,3,4,0,0,3,3,3,0,0,0,3,0,1565,77,35,0,1565,57,92
1897,2005-05-15,Southampton,Man United,1,2,0,3,1,3,4,2,0,0,3,4,0,0,3,2,1,3,1,0,3,3,3,1,0,0,3,3,623,162,15,8,623,162,5,14,0,3,2,4,2,2,1,0,2,2,3,1,0,3,1,1,0,3,0,3,3,0,1,0,834,470,29,21,834,470,8,25,1,2,1,1,3,1,1,0,3,1,3,1,1,2,2,2,0,3,0,1,3,0,0,0,1218,925,43,26,1218,925,21,36,2,6,1,3,1,1,0,0,1,1,0,0,2,6,0,0,3,3,3,3,0,0,1,1,1463,1240,71,36,1463,1240,43,71,0,5,1,1,0,0,0,2,0,0,1,3,0,5,1,0,0,3,1,0,0,0,0,3,0,1660,78,56,0,1660,57,91
1898,2005-05-15,Tottenham,Blackburn,0,0,1,1,1,0,5,1,0,1,3,1,0,1,1,0,1,0,1,2,3,0,3,3,0,3,3,0,372,162,14,8,372,162,8,15,0,1,1,1,4,0,0,1,4,0,1,0,0,1,0,1,0,3,1,3,3,0,1,1,735,533,25,20,735,533,22,19,1,1,1,2,0,2,0,0,0,2,0,2,1,1,1,0,3,0,3,1,0,3,0,1,1230,952,35,29,1230,952,25,43,0,2,2,1,0,1,0,0,0,1,1,1,0,2,3,0,0,3,3,1,0,0,0,1,0,1359,57,43,0,1359,36,60,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,0,78,60,0,0,57,70
1899,2005-05-15,West Brom,Portsmouth,2,0,3,0,0,3,0,1,0,2,1,0,0,2,2,1,0,3,1,2,0,3,0,1,0,0,1,0,0,162,13,8,0,162,8,15,0,0,1,4,0,0,1,0,0,0,1,0,0,0,4,0,0,0,1,3,0,0,0,1,0,0,19,22,0,0,21,29,0,0,1,1,0,0,2,1,0,0,0,1,0,0,1,3,0,0,3,1,0,0,3,0,0,0,42,25,0,0,25,42,0,0,2,1,0,0,2,0,0,0,0,1,0,0,4,3,0,0,3,1,0,0,0,0,0,0,70,35,0,0,36,71,0,0,0,1,0,0,1,1,0,0,0,4,0,0,1,2,0,0,1,0,0,0,1,0,0,0,82,57,0,0,57,78
1900,2005-08-13,Aston Villa,Bolton,2,2,1,1,1,1,1,2,1,2,2,1,1,2,2,1,1,1,3,1,1,0,0,3,1,3,0,1,112,273,98,90,112,273,90,98,1,2,1,5,1,2,2,1,1,2,1,1,1,2,0,1,1,1,1,3,1,1,3,1,678,490,112,104,678,490,105,112,2,1,0,2,0,0,1,2,0,0,0,3,2,1,1,1,3,3,1,0,0,0,1,3,955,1077,115,119,955,1077,116,119,3,3,1,0,2,2,1,0,2,2,1,3,3,3,3,1,3,3,1,0,0,0,0,0,1386,1232,125,133,1386,1232,126,133,0,0,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,3,0,0,0,3,0,0,161,146,0,0,147,159
1901,2005-08-13,Everton,Man United,0,2,0,3,1,0,2,3,0,0,3,2,0,0,0,2,1,0,1,1,3,1,3,3,0,1,3,3,115,348,98,90,115,348,95,90,3,3,1,7,4,2,1,4,4,2,1,0,3,3,1,0,0,3,1,3,3,0,1,3,553,596,112,94,553,596,98,104,1,3,1,2,2,0,1,0,2,0,0,0,1,3,2,1,0,3,3,3,3,0,0,0,825,1041,115,105,825,1041,111,115,0,4,4,1,2,1,0,0,2,1,0,0,0,4,0,2,0,3,3,3,3,0,1,0,1326,1435,125,132,1326,1435,133,126,1,1,0,2,3,0,0,0,3,0,1,1,1,1,1,0,0,3,0,3,3,0,0,1,1792,1652,160,146,1792,1652,147,161
1902,2005-08-13,Fulham,Birmingham,0,0,1,1,2,1,6,1,3,2,1,0,3,2,0,3,2,1,2,1,0,0,3,0,3,3,0,0,228,203,90,98,228,203,90,98,0,2,1,3,0,2,1,1,0,2,3,1,0,2,2,1,1,1,0,3,1,1,0,1,497,699,101,112,497,699,105,112,0,0,2,1,1,0,0,0,1,0,0,1,0,0,0,3,0,1,3,1,3,1,1,0,972,1000,105,116,972,1000,119,115,0,0,1,3,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,3,0,0,1,1,0,0,119,126,0,0,133,126,0,0,3,1,0,0,0,0,0,0,1,0,0,0,2,2,0,0,3,3,0,0,0,0,0,0,132,147,0,0,146,160
1903,2005-08-13,Man City,West Brom,0,0,1,1,1,2,1,1,1,0,0,1,1,0,1,2,1,2,2,1,1,3,1,0,1,0,0,1,228,203,90,98,228,203,90,98,1,1,2,0,2,2,2,0,2,2,0,0,1,1,0,4,0,0,3,1,3,3,3,0,924,1015,105,112,924,1015,103,112,0,0,3,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,3,1,0,0,1,1,0,0,115,119,0,0,109,115,0,0,1,2,0,0,0,1,0,0,0,2,0,0,1,1,0,0,3,1,0,0,0,1,0,0,126,133,0,0,132,125,0,0,0,2,0,0,0,4,0,0,1,1,0,0,2,1,0,0,0,3,0,0,0,3,0,0,159,147,0,0,160,147
1904,2005-08-13,Middlesbrough,Liverpool,0,0,1,1,2,1,1,1,0,1,1,1,0,1,0,1,2,1,2,3,3,1,3,1,0,1,0,0,266,105,98,90,266,105,90,97,0,2,4,1,0,0,1,0,0,0,0,1,0,2,1,1,1,3,3,1,1,0,1,0,630,468,112,105,630,468,105,112,1,2,1,0,2,0,2,2,2,0,1,0,1,2,2,1,0,3,1,1,3,0,1,3,1246,1344,116,108,1246,1344,119,115,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,3,1,0,0,0,1,0,0,1691,1666,126,133,1691,1666,133,126,0,0,1,2,0,0,1,0,0,0,3,0,0,0,2,1,0,0,0,3,0,0,0,0,0,0,146,161,0,0,146,161
1905,2005-08-13,Portsmouth,Tottenham,0,2,0,3,1,3,1,2,0,1,0,0,0,1,1,0,1,3,0,1,3,3,1,3,0,0,1,0,299,189,98,90,299,189,90,98,2,4,4,2,0,3,1,0,0,3,1,0,2,4,5,1,3,3,3,3,0,0,0,0,596,553,111,105,596,553,104,110,0,0,1,0,0,0,1,2,0,0,2,0,0,0,1,2,0,0,0,1,0,0,1,1,0,0,115,119,0,0,115,119,0,0,4,3,0,0,0,1,0,0,2,1,0,0,1,1,0,0,3,3,0,0,0,1,0,0,126,132,0,0,125,133,0,0,1,3,0,0,1,0,0,0,1,0,0,0,2,2,0,0,1,3,0,0,0,0,0,0,147,161,0,0,147,150
1906,2005-08-13,Sunderland,Charlton,1,3,0,3,1,1,0,1,3,1,2,0,3,1,4,0,1,1,2,1,0,1,0,3,3,1,1,0,924,1014,825,833,924,1014,90,98,2,2,0,3,2,2,4,0,2,2,1,0,2,2,0,1,1,1,0,3,1,1,3,0,1421,1204,840,845,1421,1204,104,112,3,0,1,2,2,1,2,0,2,1,2,0,3,0,1,0,3,0,0,3,0,3,3,1,1561,1722,847,854,1561,1722,119,115,0,0,1,2,0,0,2,2,0,0,2,0,0,0,2,4,0,0,0,3,0,0,1,0,0,0,861,875,0,0,133,126,0,0,0,1,0,0,4,0,0,0,2,0,0,0,1,0,0,0,0,3,0,0,3,1,0,0,882,896,0,0,147,161
1907,2005-08-13,West Ham,Blackburn,3,1,3,0,2,2,1,2,1,2,3,0,1,2,0,2,2,2,1,0,3,1,3,1,0,1,3,1,927,959,833,825,927,959,98,90,2,7,1,0,0,1,0,1,0,1,0,1,2,7,0,2,3,3,3,0,0,0,1,0,1288,1399,845,839,1288,1399,112,105,0,0,2,1,0,0,0,1,0,0,2,0,0,0,1,1,0,0,1,3,0,0,0,1,0,0,854,847,0,0,115,109,0,0,2,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,3,1,0,0,0,1,0,0,875,861,0,0,126,133,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,3,1,0,0,896,882,0,0,147,150
1908,2005-08-14,Arsenal,Newcastle,2,0,3,0,1,0,7,2,0,1,1,0,0,1,0,1,1,0,1,2,3,0,3,3,0,3,1,0,203,228,95,91,203,228,91,99,3,0,3,0,2,0,0,3,2,0,1,2,3,0,0,1,3,1,3,0,0,1,1,3,688,490,98,104,688,490,106,102,1,1,1,0,0,1,0,1,0,1,0,0,1,1,0,2,3,1,3,1,0,1,1,0,1009,917,111,116,1009,917,109,112,1,0,4,0,3,2,3,1,3,2,1,1,1,0,0,2,0,0,3,0,3,3,3,0,1335,1261,134,127,1335,1261,134,116,5,0,3,0,0,0,0,0,0,0,0,1,5,0,1,1,3,1,3,0,0,1,0,0,1709,1552,162,148,1709,1552,162,126
1909,2005-08-14,Wigan,Chelsea,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,99,91,0,0,0,0,0,0,1,3,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,113,96,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,116,106,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,127,134,0,0,0,0,0,0,1,3,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,148,162
1910,2005-08-20,Birmingham,Man City,1,2,0,3,1,3,2,0,0,0,0,2,0,0,1,0,1,3,0,1,3,3,3,1,0,0,1,3,361,122,97,7,361,122,7,105,2,0,2,1,1,0,1,0,1,0,1,0,2,0,1,0,3,1,3,3,0,1,1,1,603,559,112,105,603,559,97,119,0,1,0,1,2,0,0,1,2,0,0,1,0,1,2,1,0,3,1,1,3,0,0,1,1029,888,126,119,1029,888,112,126,0,0,1,3,0,0,0,2,0,0,1,0,0,0,3,2,0,0,1,3,0,0,0,1,0,0,140,122,0,0,122,140,0,0,2,1,0,0,0,1,0,0,0,1,0,0,1,2,0,0,3,1,0,0,0,0,0,0,153,133,0,0,133,154
1911,2005-08-20,Blackburn,Fulham,2,1,3,0,1,0,1,3,3,2,0,3,3,2,3,1,1,0,0,1,0,0,0,3,3,3,1,3,105,266,105,7,105,266,7,105,0,3,0,0,2,4,0,1,2,4,0,0,0,3,6,3,0,0,1,1,3,3,0,0,692,495,119,97,692,495,97,119,2,0,1,2,1,4,3,1,1,4,0,1,2,0,1,1,3,0,3,3,0,3,3,1,994,866,122,112,994,866,108,123,3,2,3,1,0,0,0,1,0,0,0,1,3,2,2,3,3,3,3,1,0,0,0,0,1197,1288,133,116,1197,1288,112,133,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,154,140,0,0,126,154
1912,2005-08-20,Charlton,Wigan,1,0,3,0,0,0,2,1,0,0,1,0,0,0,2,3,0,0,0,0,0,0,1,0,0,0,3,0,0,0,97,7,0,0,6,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,111,105,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,126,119,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,140,122,0,0,0,0,0,0,1,4,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,154,133,0,0,0,0
1913,2005-08-20,Liverpool,Sunderland,1,0,3,0,0,2,2,0,0,1,3,0,0,1,1,0,0,2,1,1,1,3,3,1,1,0,3,0,1007,979,97,7,1007,979,7,840,1,0,1,3,0,1,4,0,0,1,1,1,1,0,0,3,3,0,1,3,0,3,3,0,1364,1225,112,104,1364,1225,832,852,1,1,2,1,1,1,1,0,1,1,2,0,1,1,0,2,1,1,1,3,1,1,3,0,1792,1652,126,119,1792,1652,847,861,0,0,1,1,0,0,2,0,0,0,0,2,0,0,1,2,0,0,3,0,0,0,3,0,0,0,140,122,0,0,854,882,0,0,2,1,0,0,2,0,0,0,1,0,0,0,1,1,0,0,3,3,0,0,3,0,0,0,153,133,0,0,868,903
1914,2005-08-20,Man United,Aston Villa,1,0,3,0,3,0,1,0,1,1,2,1,1,1,3,2,3,0,2,2,3,0,0,0,0,3,1,0,210,235,102,7,210,235,7,97,4,0,1,1,0,2,2,1,0,2,1,2,4,0,1,5,3,0,1,0,0,3,3,0,623,462,105,97,623,462,105,111,1,0,2,0,1,1,1,3,1,1,1,4,1,0,1,2,1,0,3,0,1,3,1,3,1029,889,118,111,1029,889,119,126,1,1,0,1,0,1,0,3,0,1,0,0,1,1,0,0,3,1,1,3,0,1,1,3,1274,1455,140,122,1274,1455,122,140,2,0,1,2,0,1,1,0,0,1,0,0,2,0,1,2,3,0,3,3,0,3,1,0,1673,1698,154,133,1673,1698,132,153
1915,2005-08-20,Newcastle,West Ham,0,0,1,1,4,2,1,2,0,2,1,2,0,2,1,0,4,2,3,2,3,1,1,3,0,1,0,1,1097,952,97,6,1097,952,7,832,3,3,0,2,1,0,0,1,1,0,0,0,3,3,1,0,3,3,1,3,0,0,0,3,1211,1427,112,105,1211,1427,840,846,2,1,0,1,1,0,0,0,1,0,0,3,2,1,1,1,3,3,1,0,0,0,0,0,1587,1757,115,108,1587,1757,852,854,0,0,0,2,0,0,2,1,0,0,3,1,0,0,2,1,0,0,0,3,0,0,1,1,0,0,140,118,0,0,861,868,0,0,1,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,3,3,0,0,0,1,0,0,168,122,0,0,882,889
1916,2005-08-20,Tottenham,Middlesbrough,2,0,3,0,2,1,0,0,0,0,0,1,0,0,0,2,2,1,0,1,3,3,1,0,0,0,1,1,265,105,97,7,265,105,7,97,0,1,5,1,0,0,0,1,0,0,1,0,0,1,1,1,1,3,3,3,1,0,0,1,664,529,111,105,664,529,105,112,2,1,1,1,1,1,0,0,1,1,1,0,2,1,4,0,3,1,1,3,0,1,0,1,1393,1239,122,117,1393,1239,119,115,0,1,1,2,0,1,1,1,0,1,0,2,0,1,1,0,1,1,3,1,1,1,1,3,1701,1824,132,126,1701,1824,123,140,0,0,2,1,0,0,1,0,0,0,1,1,0,0,0,2,0,0,3,1,0,0,3,0,0,0,154,140,0,0,133,168
1917,2005-08-20,West Brom,Portsmouth,2,1,3,0,2,3,2,0,0,2,2,0,0,2,0,0,2,3,0,2,3,3,3,1,0,0,3,0,97,259,97,7,97,259,7,97,0,0,0,1,0,0,1,0,0,0,2,1,0,0,1,2,0,0,0,1,0,0,1,0,0,0,110,105,0,0,105,112,0,0,1,4,0,0,1,0,0,0,1,0,0,0,4,0,0,0,1,3,0,0,0,1,0,0,116,119,0,0,118,126,0,0,1,1,0,0,2,1,0,0,0,1,0,0,1,3,0,0,3,1,0,0,3,0,0,0,139,122,0,0,122,139,0,0,2,1,0,0,2,0,0,0,0,1,0,0,4,3,0,0,3,1,0,0,0,0,0,0,167,132,0,0,133,168
1918,2005-08-21,Bolton,Everton,0,1,0,3,3,3,3,2,2,2,2,2,2,2,2,2,3,3,0,3,3,3,3,1,0,0,3,0,98,260,98,8,98,260,8,98,2,1,0,1,0,2,0,0,0,2,2,1,2,1,2,7,3,0,0,1,0,3,0,0,631,470,113,106,631,470,106,102,1,0,1,1,2,0,1,0,2,0,1,1,1,0,1,2,0,1,1,1,3,1,1,0,936,967,124,120,936,967,120,113,2,3,3,1,2,1,0,0,2,1,1,2,2,3,1,1,1,3,3,0,1,0,0,0,1387,1238,134,127,1387,1238,123,140,0,0,1,1,0,0,0,1,0,0,0,0,0,0,4,2,0,0,3,3,0,0,0,0,0,0,155,141,0,0,133,154
1919,2005-08-21,Chelsea,Arsenal,1,0,3,0,0,2,1,0,0,2,0,1,0,2,0,1,0,2,2,2,1,1,3,0,1,1,0,0,123,252,106,7,123,252,7,98,1,2,3,1,2,1,0,2,2,1,1,1,1,2,7,0,0,3,3,1,3,0,0,3,547,673,120,98,547,673,102,111,1,3,0,1,1,2,1,0,1,2,0,3,1,3,3,0,1,3,1,0,1,0,0,1,1085,963,123,103,1085,963,105,123,1,2,1,0,1,1,0,1,1,1,1,2,1,2,1,0,1,3,1,0,1,0,0,3,1443,1334,134,113,1443,1334,118,134,2,1,4,1,2,1,1,1,2,1,1,3,2,1,4,0,1,1,3,0,1,1,0,3,1810,1681,155,141,1810,1681,141,155
1920,2005-08-23,Birmingham,Middlesbrough,0,3,0,3,2,2,1,0,0,1,0,0,0,1,2,0,2,2,0,2,3,3,0,1,0,0,1,0,240,346,3,10,240,346,10,3,3,5,2,1,1,3,0,1,1,3,1,0,3,5,1,1,3,3,3,3,0,0,0,1,538,521,100,108,538,521,108,100,0,0,2,1,0,0,0,1,0,0,1,1,0,0,4,1,0,0,3,1,0,0,0,1,0,0,115,122,0,0,122,115,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,1,1,0,0,129,125,0,0,126,118,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,3,3,0,0,143,136,0,0,136,143
1921,2005-08-23,Portsmouth,Aston Villa,1,1,1,1,1,3,0,2,2,0,2,0,2,0,2,1,1,3,2,1,0,3,0,3,3,0,1,0,192,290,10,3,192,290,10,3,2,2,1,2,1,1,2,1,1,1,1,0,2,2,1,2,3,3,1,3,0,0,3,0,738,595,108,100,738,595,108,100,0,0,4,2,0,0,1,1,0,0,1,0,0,0,1,5,0,0,3,3,0,0,1,0,0,0,121,115,0,0,122,114,0,0,1,0,0,0,0,3,0,0,2,0,0,0,0,2,0,0,0,1,0,0,1,3,0,0,125,129,0,0,125,129,0,0,4,3,0,0,1,3,0,0,2,1,0,0,1,0,0,0,3,3,0,0,1,3,0,0,136,142,0,0,135,143
1922,2005-08-23,Sunderland,Man City,1,2,0,3,0,3,1,1,3,0,0,2,3,0,3,0,0,3,0,1,0,3,0,3,3,0,1,3,988,855,10,3,988,855,10,3,1,4,0,1,0,2,1,2,0,2,4,0,1,4,1,1,3,3,0,3,0,0,1,3,1704,1826,835,843,1704,1826,100,108,0,0,0,3,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,3,0,0,0,1,0,0,850,855,0,0,115,122,0,0,1,2,0,0,0,1,0,0,2,0,0,0,3,1,0,0,0,3,0,0,0,1,0,0,857,864,0,0,125,129,0,0,1,2,0,0,0,2,0,0,2,0,0,0,1,2,0,0,0,3,0,0,0,1,0,0,871,885,0,0,136,143
1923,2005-08-24,Arsenal,Fulham,4,1,3,0,2,0,2,1,0,3,0,1,0,3,0,0,2,0,0,2,3,0,3,3,0,3,1,0,241,347,10,3,241,347,11,4,0,0,7,2,0,1,0,3,0,1,0,1,0,0,6,1,1,0,3,3,1,3,0,3,633,472,105,101,633,472,101,109,2,0,3,0,1,1,3,1,1,1,1,2,2,0,1,3,3,0,3,0,0,3,3,0,935,1025,108,114,935,1025,112,123,4,1,1,0,1,3,0,1,1,3,0,0,4,1,2,1,3,0,3,1,0,3,0,1,1278,1439,121,126,1278,1439,116,127,0,0,4,0,0,0,1,1,0,0,1,1,0,0,1,3,0,0,3,0,0,0,1,0,0,0,144,137,0,0,130,137
1924,2005-08-24,Blackburn,Tottenham,0,0,1,1,0,0,2,3,1,0,0,2,1,0,1,1,0,0,2,0,0,1,3,3,3,1,0,3,263,101,4,11,263,101,4,11,1,1,1,0,0,0,0,0,0,0,3,0,1,1,0,1,3,3,0,1,0,0,1,0,634,473,109,101,634,473,101,109,1,0,0,2,2,4,1,0,2,4,0,1,1,0,5,1,0,0,1,3,3,3,0,0,1053,836,123,116,1053,836,115,121,2,1,1,1,1,0,1,2,1,0,0,1,2,1,1,2,3,3,3,1,0,0,1,1,1460,1331,126,120,1460,1331,126,130,0,0,3,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,0,0,0,1,0,0,137,144,0,0,136,144
